% Altitude (m),CG location (cm),Mach number
119719,424.37,0.80569
119721,424.37,0.80541
119723,424.37,0.80513
119725,424.37,0.80485
119726,424.37,0.80457
119728,424.37,0.80429
119730,424.37,0.80402
119732,424.37,0.80376
119734,424.37,0.80349
119735,424.37,0.80322
119737,424.37,0.80295
119739,424.37,0.80268
119741,424.37,0.80242
119743,424.37,0.80215
119745,424.37,0.80189
119746,424.37,0.80162
119748,424.37,0.80136
119750,424.37,0.8011
119752,424.37,0.80082
119754,424.37,0.80055
119755,424.37,0.80028
119757,424.37,0.80001
119759,424.37,0.79974
119761,424.37,0.79947
119763,424.37,0.7992
119765,424.37,0.79892
119766,424.37,0.79865
119768,424.37,0.79838
119770,424.37,0.79811
119772,424.37,0.79784
119774,424.37,0.79756
119775,424.37,0.79727
119777,424.37,0.79699
119779,424.37,0.7967
119781,424.37,0.79641
119783,424.37,0.79613
119784,424.37,0.79586
119786,424.37,0.79559
119788,424.37,0.79532
119790,424.37,0.79506
119792,424.37,0.79479
119793,424.37,0.79452
119795,424.37,0.79424
119797,424.37,0.79396
119799,424.37,0.79368
119801,424.37,0.7934
119802,424.37,0.79312
119804,424.37,0.79283
119806,424.37,0.79256
119808,424.37,0.79228
119810,424.37,0.79201
119811,424.37,0.79173
119813,424.37,0.79145
119815,424.37,0.79118
119817,424.37,0.79091
119819,424.37,0.79065
119820,424.37,0.79039
119822,424.37,0.79012
119824,424.37,0.78986
119826,424.37,0.7896
119828,424.37,0.78933
119829,424.37,0.78906
119831,424.37,0.78878
119833,424.37,0.78851
119835,424.37,0.78823
119837,424.37,0.78796
119838,424.37,0.78768
119840,424.37,0.78741
119842,424.37,0.78714
119844,424.37,0.78687
119845,424.37,0.7866
119847,424.37,0.78633
119849,424.37,0.78606
119851,424.37,0.78577
119853,424.37,0.78548
119854,424.37,0.7852
119856,424.37,0.78491
119858,424.37,0.78463
119860,424.37,0.78435
119862,424.37,0.78409
119863,424.37,0.78384
119865,424.37,0.78358
119867,424.37,0.78333
119869,424.37,0.78307
119870,424.37,0.78281
119872,424.37,0.78255
119874,424.37,0.78229
119876,424.37,0.78202
119878,424.37,0.78176
119879,424.37,0.7815
119881,424.37,0.78123
119883,424.37,0.78095
119885,424.37,0.78066
119886,424.37,0.78038
119888,424.37,0.7801
119890,424.37,0.77982
119892,424.37,0.77953
119893,424.37,0.77924
119895,424.37,0.77894
119897,424.37,0.77865
119899,424.37,0.77835
119901,424.37,0.77806
119902,424.37,0.77776
119904,424.37,0.77751
119906,424.37,0.77725
119908,424.37,0.777
119909,424.37,0.77674
119911,424.37,0.77648
119913,424.37,0.77623
119915,424.37,0.77595
119916,424.37,0.77567
119918,424.37,0.77538
119920,424.37,0.7751
119922,424.37,0.77482
119923,424.37,0.77454
119925,424.37,0.77427
119927,424.37,0.774
119929,424.37,0.77373
119930,424.37,0.77346
119932,424.37,0.77319
119934,424.37,0.77292
119936,424.37,0.77266
119937,424.37,0.7724
119939,424.37,0.77213
119941,424.37,0.77187
119943,424.37,0.77161
119944,424.37,0.77134
119946,424.37,0.77108
119948,424.37,0.77081
119950,424.37,0.77055
119951,424.37,0.77028
119953,424.37,0.77002
119955,424.37,0.76975
119957,424.37,0.76948
119958,424.37,0.76919
119960,424.37,0.76891
119962,424.37,0.76863
119964,424.37,0.76835
119965,424.37,0.76807
119967,424.37,0.76779
119969,424.37,0.76752
119971,424.37,0.76725
119972,424.37,0.76698
119974,424.37,0.76671
119976,424.37,0.76644
119978,424.37,0.76616
119979,424.37,0.76588
119981,424.37,0.7656
119983,424.37,0.76532
119984,424.37,0.76504
119986,424.37,0.76476
119988,424.37,0.76449
119990,424.37,0.76421
119991,424.37,0.76394
119993,424.37,0.76367
119995,424.37,0.76339
1.20E+05,424.37,0.76312
1.20E+05,424.37,0.76284
1.20E+05,424.37,0.76256
1.20E+05,424.37,0.76228
1.20E+05,424.37,0.762
120005,424.37,0.76172
120007,424.37,0.76144
120009,424.37,0.76117
120010,424.37,0.7609
120012,424.37,0.76064
120014,424.37,0.76037
120016,424.37,0.7601
120017,424.37,0.75984
120019,424.37,0.75957
120021,424.37,0.75928
120022,424.37,0.75899
120024,424.37,0.7587
120026,424.37,0.75841
120028,424.37,0.75812
120029,424.37,0.75783
120031,424.37,0.75755
120033,424.37,0.75726
120034,424.37,0.75698
120036,424.37,0.75669
120038,424.37,0.75641
120040,424.37,0.75612
120041,424.37,0.75585
120043,424.37,0.75558
120045,424.37,0.7553
120046,424.37,0.75503
120048,424.37,0.75476
120050,424.37,0.75448
120052,424.37,0.75422
120053,424.37,0.75396
120055,424.37,0.75369
120057,424.37,0.75343
120058,424.37,0.75317
120060,424.37,0.7529
120062,424.37,0.75263
120064,424.37,0.75236
120065,424.37,0.75208
120067,424.37,0.75181
120069,424.37,0.75154
120070,424.37,0.75127
120072,424.37,0.75098
120074,424.37,0.75069
120075,424.37,0.7504
120077,424.37,0.75011
120079,424.37,0.74981
120081,424.37,0.74952
120082,424.37,0.74924
120084,424.37,0.74896
120086,424.37,0.74868
120087,424.37,0.7484
120089,424.37,0.74812
120091,424.37,0.74784
120092,424.37,0.74756
120094,424.37,0.74728
120096,424.37,0.747
120098,424.37,0.74671
120099,424.37,0.74643
120101,424.37,0.74615
120103,424.37,0.74587
120104,424.37,0.74559
120106,424.37,0.74532
120108,424.37,0.74504
120109,424.37,0.74476
120111,424.37,0.74448
120113,424.37,0.74421
120114,424.37,0.74394
120116,424.37,0.74366
120118,424.37,0.74339
120119,424.37,0.74311
120121,424.37,0.74284
120123,424.37,0.74257
120125,424.37,0.74229
120126,424.37,0.74202
120128,424.37,0.74174
120130,424.37,0.74147
120131,424.37,0.7412
120133,424.37,0.74093
120135,424.37,0.74066
120136,424.37,0.74039
120138,424.37,0.74012
120140,424.37,0.73985
120141,424.37,0.73958
120143,424.37,0.7393
120145,424.37,0.73903
120146,424.37,0.73875
120148,424.37,0.73847
120150,424.37,0.7382
120151,424.37,0.73792
120153,424.37,0.73765
120155,424.37,0.73737
120156,424.37,0.7371
120158,424.37,0.73683
120160,424.37,0.73656
120161,424.37,0.73628
120163,424.37,0.73601
120165,424.37,0.73575
120166,424.37,0.73549
120168,424.37,0.73523
120170,424.37,0.73498
120171,424.37,0.73472
120173,424.37,0.73446
120175,424.37,0.73419
120176,424.37,0.73393
120178,424.37,0.73366
120180,424.37,0.7334
120181,424.37,0.73313
120183,424.37,0.73287
120185,424.37,0.73258
120186,424.37,0.7323
120188,424.37,0.73202
120190,424.37,0.73174
120191,424.37,0.73146
120193,424.37,0.73118
120195,424.37,0.73091
120196,424.37,0.73063
120198,424.37,0.73036
120200,424.37,0.73009
120201,424.37,0.72981
120203,424.37,0.72954
120205,424.37,0.72925
120206,424.37,0.72896
120208,424.37,0.72867
120209,424.37,0.72838
120211,424.37,0.72809
120213,424.37,0.72779
120214,424.37,0.72752
120216,424.37,0.72724
120218,424.37,0.72696
120219,424.37,0.72669
120221,424.37,0.72641
120223,424.37,0.72613
120224,424.37,0.72586
120226,424.37,0.72559
120228,424.37,0.72532
120229,424.37,0.72505
120231,424.37,0.72477
120232,424.37,0.7245
120234,424.37,0.72422
120236,424.37,0.72394
120237,424.37,0.72366
120239,424.37,0.72338
120241,424.37,0.7231
120242,424.37,0.72281
120244,424.37,0.72254
120246,424.37,0.72228
120247,424.37,0.72202
120249,424.37,0.72176
120250,424.37,0.72149
120252,424.37,0.72123
120254,424.37,0.72097
120255,424.37,0.7207
120257,424.37,0.72043
120259,424.37,0.72017
120260,424.37,0.7199
120262,424.37,0.71963
120264,424.37,0.71936
120265,424.37,0.71907
120267,424.37,0.71879
120268,424.37,0.7185
120270,424.37,0.71822
120272,424.37,0.71793
120273,424.37,0.71765
120275,424.37,0.71739
120277,424.37,0.71712
120278,424.37,0.71686
120280,424.37,0.71659
120281,424.37,0.71633
120283,424.37,0.71606
120285,424.37,0.71578
120286,424.37,0.7155
120288,424.37,0.71522
120290,424.37,0.71494
120291,424.37,0.71467
120293,424.37,0.71439
120294,424.37,0.71414
120296,424.37,0.71388
120298,424.37,0.71363
120299,424.37,0.71337
120301,424.37,0.71312
120302,424.37,0.71285
120304,424.37,0.71256
120306,424.37,0.71227
120307,424.37,0.71198
120309,424.37,0.71169
120310,424.37,0.71139
120312,424.37,0.7111
120314,424.37,0.71083
120315,424.37,0.71057
120317,424.37,0.7103
120319,424.37,0.71003
120320,424.37,0.70976
120322,424.37,0.70949
120323,424.37,0.70921
120325,424.37,0.70893
120327,424.37,0.70866
120328,424.37,0.70838
120330,424.37,0.70811
120331,424.37,0.70783
120333,424.37,0.70756
120335,424.37,0.7073
120336,424.37,0.70703
120338,424.37,0.70676
120339,424.37,0.7065
120341,424.37,0.70623
120343,424.37,0.70596
120344,424.37,0.70569
120346,424.37,0.70542
120347,424.37,0.70515
120349,424.37,0.70488
120351,424.37,0.70461
120352,424.37,0.70434
120354,424.37,0.70407
120355,424.37,0.7038
120357,424.37,0.70353
120359,424.37,0.70325
120360,424.37,0.70298
120362,424.37,0.70271
120363,424.37,0.70243
120365,424.37,0.70215
120366,424.37,0.70187
120368,424.37,0.7016
120370,424.37,0.70132
120371,424.37,0.70105
120373,424.37,0.70078
120374,424.37,0.70051
120376,424.37,0.70024
120378,424.37,0.69997
120379,424.37,0.6997
120381,424.37,0.69943
120382,424.37,0.69915
120384,424.37,0.69888
120385,424.37,0.69861
120387,424.37,0.69834
120389,424.37,0.69807
120390,424.37,0.6978
120392,424.37,0.69752
120393,424.37,0.69725
120395,424.37,0.69698
120396,424.37,0.6967
120398,424.37,0.69643
120400,424.37,0.69616
120401,424.37,0.69589
120403,424.37,0.69562
120404,424.37,0.69535
120406,424.37,0.69509
120408,424.37,0.69482
120409,424.37,0.69454
120411,424.37,0.69426
120412,424.37,0.69399
120414,424.37,0.69371
120415,424.37,0.69343
120417,424.37,0.69315
120418,424.37,0.69287
120420,424.37,0.69261
120422,424.37,0.69234
120423,424.37,0.69208
120425,424.37,0.69182
120426,424.37,0.69155
120428,424.37,0.69129
120429,424.37,0.69102
120431,424.37,0.69076
120433,424.37,0.69049
120434,424.37,0.69023
120436,424.37,0.68996
120437,424.37,0.68969
120439,424.37,0.6894
120440,424.37,0.68911
120442,424.37,0.68882
120443,424.37,0.68852
120445,424.37,0.68823
120447,424.37,0.68794
120448,424.37,0.68767
120450,424.37,0.6874
120451,424.37,0.68713
120453,424.37,0.68686
120454,424.37,0.68659
120456,424.37,0.68631
120457,424.37,0.68605
120459,424.37,0.68579
120461,424.37,0.68553
120462,424.37,0.68527
120464,424.37,0.68501
120465,424.37,0.68475
120467,424.37,0.68447
120468,424.37,0.6842
120470,424.37,0.68392
120471,424.37,0.68365
120473,424.37,0.68338
120474,424.37,0.6831
120476,424.37,0.68283
120478,424.37,0.68256
120479,424.37,0.68229
120481,424.37,0.68202
120482,424.37,0.68175
120484,424.37,0.68148
120485,424.37,0.6812
120487,424.37,0.68092
120488,424.37,0.68064
120490,424.37,0.68035
120491,424.37,0.68007
120493,424.37,0.67979
120494,424.37,0.67951
120496,424.37,0.67924
120498,424.37,0.67897
120499,424.37,0.6787
120501,424.37,0.67842
120502,424.37,0.67815
120504,424.37,0.67787
120505,424.37,0.67759
120507,424.37,0.6773
120508,424.37,0.67702
120510,424.37,0.67673
120511,424.37,0.67645
120513,424.37,0.67618
120514,424.37,0.67591
120516,424.37,0.67564
120517,424.37,0.67538
120519,424.37,0.67511
120520,424.37,0.67484
120522,424.37,0.67457
120524,424.37,0.6743
120525,424.37,0.67403
120527,424.37,0.67375
120528,424.37,0.67348
120530,424.37,0.67321
120531,424.37,0.67293
120533,424.37,0.67265
120534,424.37,0.67237
120536,424.37,0.67209
120537,424.37,0.67181
120539,424.37,0.67153
120540,424.37,0.67126
120542,424.37,0.67099
120543,424.37,0.67073
120545,424.37,0.67047
120546,424.37,0.6702
120548,424.37,0.66994
120549,424.37,0.66967
120551,424.37,0.6694
120552,424.37,0.66913
120554,424.37,0.66885
120555,424.37,0.66858
120557,424.37,0.6683
120558,424.37,0.66803
120560,424.37,0.66774
120561,424.37,0.66746
120563,424.37,0.66718
120564,424.37,0.6669
120566,424.37,0.66661
120567,424.37,0.66633
120569,424.37,0.66606
120570,424.37,0.66579
120572,424.37,0.66551
120573,424.37,0.66524
120575,424.37,0.66497
120576,424.37,0.6647
120578,424.37,0.66444
120579,424.37,0.66418
120581,424.37,0.66392
120582,424.37,0.66366
120584,424.37,0.6634
120585,424.37,0.66314
120587,424.37,0.66285
120588,424.37,0.66256
120590,424.37,0.66227
120591,424.37,0.66198
120593,424.37,0.66169
120594,424.37,0.6614
120596,424.37,0.66112
120597,424.37,0.66085
120599,424.37,0.66057
120600,424.37,0.6603
120602,424.37,0.66002
120603,424.37,0.65975
120605,424.37,0.65949
120606,424.37,0.65923
120608,424.37,0.65898
120609,424.37,0.65872
120611,424.37,0.65846
120612,424.37,0.6582
120614,424.37,0.65794
120615,424.37,0.65767
120617,424.37,0.6574
120618,424.37,0.65713
120620,424.37,0.65686
120621,424.37,0.65659
120623,424.37,0.65631
120624,424.37,0.65604
120626,424.37,0.65577
120627,424.37,0.65549
120629,424.37,0.65522
120630,424.37,0.65494
120632,424.37,0.65467
120633,424.37,0.65441
120635,424.37,0.65414
120636,424.37,0.65387
120637,424.37,0.6536
120639,424.37,0.65333
120640,424.37,0.65307
120642,424.37,0.65281
120643,424.37,0.65255
120645,424.37,0.65228
120646,424.37,0.65202
120648,424.37,0.65176
120649,424.37,0.65149
120651,424.37,0.65121
120652,424.37,0.65094
120654,424.37,0.65066
120655,424.37,0.65038
120657,424.37,0.6501
120658,424.37,0.64983
120660,424.37,0.64956
120661,424.37,0.6493
120662,424.37,0.64903
120664,424.37,0.64876
120665,424.37,0.6485
120667,424.37,0.64823
120668,424.37,0.64796
120670,424.37,0.64768
120671,424.37,0.64741
120673,424.37,0.64714
120674,424.37,0.64687
120676,424.37,0.6466
120677,424.37,0.64632
120678,424.37,0.64605
120680,424.37,0.64578
120681,424.37,0.6455
120683,424.37,0.64523
120684,424.37,0.64495
120686,424.37,0.64468
120687,424.37,0.64441
120689,424.37,0.64413
120690,424.37,0.64386
120692,424.37,0.64359
120693,424.37,0.64331
120694,424.37,0.64304
120696,424.37,0.64277
120697,424.37,0.64249
120699,424.37,0.64222
120700,424.37,0.64194
120702,424.37,0.64167
120703,424.37,0.64141
120705,424.37,0.64114
120706,424.37,0.64088
120708,424.37,0.64062
120709,424.37,0.64035
120710,424.37,0.64009
120712,424.37,0.6398
120713,424.37,0.63952
120715,424.37,0.63924
120716,424.37,0.63895
120718,424.37,0.63867
120719,424.37,0.63839
120720,424.37,0.63809
120722,424.37,0.6378
120723,424.37,0.6375
120725,424.37,0.6372
120726,424.37,0.63691
120728,424.37,0.63661
120729,424.37,0.63634
120731,424.37,0.63608
120732,424.37,0.63581
120733,424.37,0.63555
120735,424.37,0.63528
120736,424.37,0.63502
120738,424.37,0.63474
120739,424.37,0.63445
120741,424.37,0.63417
120742,424.37,0.63389
120743,424.37,0.6336
120745,424.37,0.63332
120746,424.37,0.63306
120748,424.37,0.63282
120749,424.37,0.63257
120751,424.37,0.63232
120752,424.37,0.63208
120753,424.37,0.63183
120755,424.37,0.63157
120756,424.37,0.6313
120758,424.37,0.63104
120759,424.37,0.63077
120760,424.37,0.6305
120762,424.37,0.63023
120763,424.37,0.62997
120765,424.37,0.6297
120766,424.37,0.62943
120768,424.37,0.62916
120769,424.37,0.62889
120770,424.37,0.62862
120772,424.37,0.62833
120773,424.37,0.62804
120775,424.37,0.62775
120776,424.37,0.62745
120777,424.37,0.62716
120779,424.37,0.62687
120780,424.37,0.62658
120782,424.37,0.62629
120783,424.37,0.62601
120785,424.37,0.62572
120786,424.37,0.62544
120787,424.37,0.62515
120789,424.37,0.62488
120790,424.37,0.62461
120792,424.37,0.62435
120793,424.37,0.62409
120794,424.37,0.62382
120796,424.37,0.62356
120797,424.37,0.62329
120799,424.37,0.62301
120800,424.37,0.62273
120801,424.37,0.62245
120803,424.37,0.62217
120804,424.37,0.62189
120806,424.37,0.62162
120807,424.37,0.62135
120808,424.37,0.62108
120810,424.37,0.62081
120811,424.37,0.62054
120813,424.37,0.62027
120814,424.37,0.62
120815,424.37,0.61974
120817,424.37,0.61948
120818,424.37,0.61923
120820,424.37,0.61897
120821,424.37,0.61871
120822,424.37,0.61845
120824,424.37,0.61818
120825,424.37,0.61792
120827,424.37,0.61765
120828,424.37,0.61739
120829,424.37,0.61712
120831,424.37,0.61686
120832,424.37,0.61661
120833,424.37,0.61635
120835,424.37,0.6161
120836,424.37,0.61585
120838,424.37,0.61559
120839,424.37,0.61534
120840,424.37,0.61506
120842,424.37,0.61479
120843,424.37,0.61452
120845,424.37,0.61424
120846,424.37,0.61397
120847,424.37,0.61369
120849,424.37,0.61341
120850,424.37,0.61313
120851,424.37,0.61284
120853,424.37,0.61256
120854,424.37,0.61227
120856,424.37,0.61199
120857,424.37,0.61171
120858,424.37,0.61144
120860,424.37,0.61116
120861,424.37,0.61089
120862,424.37,0.61061
120864,424.37,0.61034
120865,424.37,0.61008
120867,424.37,0.60981
120868,424.37,0.60955
120869,424.37,0.60929
120871,424.37,0.60903
120872,424.37,0.60877
120873,424.37,0.6085
120875,424.37,0.60823
120876,424.37,0.60796
120878,424.37,0.60769
120879,424.37,0.60742
120880,424.37,0.60715
120882,424.37,0.60689
120883,424.37,0.60664
120884,424.37,0.60639
120886,424.37,0.60614
120887,424.37,0.60589
120888,424.37,0.60565
120890,424.37,0.60538
120891,424.37,0.6051
120893,424.37,0.60481
120894,424.37,0.60453
120895,424.37,0.60425
120897,424.37,0.60397
120898,424.37,0.6037
120899,424.37,0.60343
120901,424.37,0.60317
120902,424.37,0.6029
120903,424.37,0.60263
120905,424.37,0.60237
120906,424.37,0.6021
120907,424.37,0.60183
120909,424.37,0.60156
120910,424.37,0.60129
120912,424.37,0.60102
120913,424.37,0.60075
120914,424.37,0.60048
120916,424.37,0.60021
120917,424.37,0.59994
120918,424.37,0.59967
120920,424.37,0.5994
120921,424.37,0.59913
120922,424.37,0.59885
120924,424.37,0.59857
120925,424.37,0.59828
120926,424.37,0.598
120928,424.37,0.59771
120929,424.37,0.59742
120930,424.37,0.59714
120932,424.37,0.59687
120933,424.37,0.59659
120934,424.37,0.59632
120936,424.37,0.59605
120937,424.37,0.59577
120938,424.37,0.5955
120940,424.37,0.59522
120941,424.37,0.59493
120942,424.37,0.59465
120944,424.37,0.59436
120945,424.37,0.59408
120946,424.37,0.5938
120948,424.37,0.59352
120949,424.37,0.59325
120950,424.37,0.59297
120952,424.37,0.59269
120953,424.37,0.59242
120954,424.37,0.59214
120956,424.37,0.59186
120957,424.37,0.59157
120958,424.37,0.59129
120960,424.37,0.59101
120961,424.37,0.59072
120962,424.37,0.59044
120964,424.37,0.59017
120965,424.37,0.5899
120966,424.37,0.58963
120968,424.37,0.58937
120969,424.37,0.5891
120970,424.37,0.58883
120972,424.37,0.58855
120973,424.37,0.58828
120974,424.37,0.588
120976,424.37,0.58773
120977,424.37,0.58746
120978,424.37,0.58718
120980,424.37,0.5869
120981,424.37,0.58661
120982,424.37,0.58632
120984,424.37,0.58604
120985,424.37,0.58575
120986,424.37,0.58546
120987,424.37,0.58519
120989,424.37,0.58492
120990,424.37,0.58464
120991,424.37,0.58437
120993,424.37,0.5841
120994,424.37,0.58383
120995,424.37,0.58357
120997,424.37,0.58331
120998,424.37,0.58306
120999,424.37,0.58281
121001,424.37,0.58255
121002,424.37,0.5823
121003,424.37,0.58203
121005,424.37,0.58175
121006,424.37,0.58147
121007,424.37,0.58119
121008,424.37,0.58091
121010,424.37,0.58063
121011,424.37,0.58035
121012,424.37,0.58008
121014,424.37,0.57981
121015,424.37,0.57954
121016,424.37,0.57927
121018,424.37,0.57901
121019,424.37,0.57875
121020,424.37,0.5785
121021,424.37,0.57825
121023,424.37,0.57801
121024,424.37,0.57776
121025,424.37,0.57751
121027,424.37,0.57726
121028,424.37,0.57699
121029,424.37,0.57672
121031,424.37,0.57646
121032,424.37,0.57619
121033,424.37,0.57592
121034,424.37,0.57567
121036,424.37,0.57542
121037,424.37,0.57517
121038,424.37,0.57492
121040,424.37,0.57467
121041,424.37,0.57442
121042,424.37,0.57416
121043,424.37,0.57388
121045,424.37,0.5736
121046,424.37,0.57332
121047,424.37,0.57305
121049,424.37,0.57277
121050,424.37,0.57249
121051,424.37,0.57221
121052,424.37,0.57194
121054,424.37,0.57166
121055,424.37,0.57139
121056,424.37,0.57111
121058,424.37,0.57084
121059,424.37,0.57056
121060,424.37,0.57028
121061,424.37,0.57001
121063,424.37,0.56973
121064,424.37,0.56945
121065,424.37,0.56918
121066,424.37,0.56892
121068,424.37,0.56866
121069,424.37,0.5684
121070,424.37,0.56814
121072,424.37,0.56788
121073,424.37,0.56762
121074,424.37,0.56735
121075,424.37,0.56708
121077,424.37,0.5668
121078,424.37,0.56653
121079,424.37,0.56626
121080,424.37,0.56599
121082,424.37,0.56571
121083,424.37,0.56544
121084,424.37,0.56517
121086,424.37,0.5649
121087,424.37,0.56463
121088,424.37,0.56436
121089,424.37,0.56409
121091,424.37,0.56383
121092,424.37,0.56356
121093,424.37,0.56329
121094,424.37,0.56302
121096,424.37,0.56276
121097,424.37,0.56249
121098,424.37,0.56222
121099,424.37,0.56195
121101,424.37,0.56168
121102,424.37,0.56141
121103,424.37,0.56114
121104,424.37,0.56085
121106,424.37,0.56056
121107,424.37,0.56027
121108,424.37,0.55998
121109,424.37,0.5597
121111,424.37,0.55941
121112,424.37,0.55913
121113,424.37,0.55886
121114,424.37,0.55859
121116,424.37,0.55832
121117,424.37,0.55805
121118,424.37,0.55778
121119,424.37,0.55752
121121,424.37,0.55725
121122,424.37,0.55698
121123,424.37,0.55672
121124,424.37,0.55645
121126,424.37,0.55618
121127,424.37,0.55592
121128,424.37,0.55565
121129,424.37,0.55539
121131,424.37,0.55512
121132,424.37,0.55486
121133,424.37,0.55459
121134,424.37,0.55433
121136,424.37,0.55406
121137,424.37,0.55378
121138,424.37,0.55351
121139,424.37,0.55324
121141,424.37,0.55297
121142,424.37,0.55271
121143,424.37,0.55245
121144,424.37,0.5522
121146,424.37,0.55194
121147,424.37,0.55169
121148,424.37,0.55143
121149,424.37,0.55116
121150,424.37,0.55086
121152,424.37,0.55057
121153,424.37,0.55027
121154,424.37,0.54998
121155,424.37,0.54968
121157,424.37,0.54939
121158,424.37,0.54912
121159,424.37,0.54885
121160,424.37,0.54858
121162,424.37,0.54831
121163,424.37,0.54804
121164,424.37,0.54777
121165,424.37,0.5475
121166,424.37,0.54723
121168,424.37,0.54696
121169,424.37,0.54669
121170,424.37,0.54642
121171,424.37,0.54615
121173,424.37,0.54586
121174,424.37,0.54557
121175,424.37,0.54528
121176,424.37,0.54499
121177,424.37,0.5447
121179,424.37,0.54441
121180,424.37,0.54415
121181,424.37,0.54388
121182,424.37,0.54362
121184,424.37,0.54336
121185,424.37,0.5431
121186,424.37,0.54283
121187,424.37,0.54256
121188,424.37,0.54228
121190,424.37,0.54201
121191,424.37,0.54173
121192,424.37,0.54146
121193,424.37,0.54118
121194,424.37,0.54091
121196,424.37,0.54064
121197,424.37,0.54037
121198,424.37,0.54009
121199,424.37,0.53982
121200,424.37,0.53955
121202,424.37,0.5393
121203,424.37,0.53906
121204,424.37,0.53881
121205,424.37,0.53857
121207,424.37,0.53832
121208,424.37,0.53808
121209,424.37,0.5378
121210,424.37,0.53752
121211,424.37,0.53724
121213,424.37,0.53696
121214,424.37,0.53668
121215,424.37,0.5364
121216,424.37,0.53613
121217,424.37,0.53587
121219,424.37,0.53561
121220,424.37,0.53535
121221,424.37,0.53509
121222,424.37,0.53483
121223,424.37,0.53457
121224,424.37,0.53431
121226,424.37,0.53404
121227,424.37,0.53378
121228,424.37,0.53352
121229,424.37,0.53326
121230,424.37,0.533
121232,424.37,0.53274
121233,424.37,0.53248
121234,424.37,0.53222
121235,424.37,0.53196
121236,424.37,0.5317
121238,424.37,0.53144
121239,424.37,0.53117
121240,424.37,0.53091
121241,424.37,0.53064
121242,424.37,0.53038
121243,424.37,0.53011
121245,424.37,0.52985
121246,424.37,0.52958
121247,424.37,0.52931
121248,424.37,0.52904
121249,424.37,0.52877
121251,424.37,0.5285
121252,424.37,0.52822
121253,424.37,0.52793
121254,424.37,0.52765
121255,424.37,0.52736
121256,424.37,0.52708
121258,424.37,0.52679
121259,424.37,0.52651
121260,424.37,0.52623
121261,424.37,0.52596
121262,424.37,0.52568
121264,424.37,0.52541
121265,424.37,0.52513
121266,424.37,0.52486
121267,424.37,0.52459
121268,424.37,0.52433
121269,424.37,0.52407
121271,424.37,0.5238
121272,424.37,0.52354
121273,424.37,0.52327
121274,424.37,0.52299
121275,424.37,0.52272
121276,424.37,0.52244
121278,424.37,0.52216
121279,424.37,0.52188
121280,424.37,0.5216
121281,424.37,0.52133
121282,424.37,0.52106
121283,424.37,0.52079
121285,424.37,0.52052
121286,424.37,0.52025
121287,424.37,0.51998
121288,424.37,0.51971
121289,424.37,0.51943
121290,424.37,0.51916
121291,424.37,0.51889
121293,424.37,0.51861
121294,424.37,0.51834
121295,424.37,0.51806
121296,424.37,0.51779
121297,424.37,0.51751
121298,424.37,0.51724
121300,424.37,0.51696
121301,424.37,0.51669
121302,424.37,0.51641
121303,424.37,0.51613
121304,424.37,0.51586
121305,424.37,0.51558
121306,424.37,0.5153
121308,424.37,0.51502
121309,424.37,0.51476
121310,424.37,0.5145
121311,424.37,0.51424
121312,424.37,0.51398
121313,424.37,0.51372
121314,424.37,0.51346
121316,424.37,0.51318
121317,424.37,0.51289
121318,424.37,0.5126
121319,424.37,0.51231
121320,424.37,0.51202
121321,424.37,0.51173
121322,424.37,0.51147
121324,424.37,0.51123
121325,424.37,0.51098
121326,424.37,0.51074
121327,424.37,0.51049
121328,424.37,0.51025
121329,424.37,0.50999
121330,424.37,0.50973
121332,424.37,0.50947
121333,424.37,0.50921
121334,424.37,0.50895
121335,424.37,0.50869
121336,424.37,0.50842
121337,424.37,0.50814
121338,424.37,0.50787
121340,424.37,0.50759
121341,424.37,0.50731
121342,424.37,0.50703
121343,424.37,0.50675
121344,424.37,0.50648
121345,424.37,0.5062
121346,424.37,0.50592
121347,424.37,0.50565
121349,424.37,0.50537
121350,424.37,0.5051
121351,424.37,0.50484
121352,424.37,0.50457
121353,424.37,0.50431
121354,424.37,0.50405
121355,424.37,0.50378
121356,424.37,0.50351
121358,424.37,0.50324
121359,424.37,0.50296
121360,424.37,0.50269
121361,424.37,0.50241
121362,424.37,0.50214
121363,424.37,0.50188
121364,424.37,0.50164
121365,424.37,0.5014
121366,424.37,0.50116
121368,424.37,0.50093
121369,424.37,0.50069
121370,424.37,0.50045
121371,424.37,0.50019
121372,424.37,0.49993
121373,424.37,0.49967
121374,424.37,0.49941
121375,424.37,0.49915
121376,424.37,0.4989
121378,424.37,0.49864
121379,424.37,0.49838
121380,424.37,0.49812
121381,424.37,0.49786
121382,424.37,0.4976
121383,424.37,0.49733
121384,424.37,0.49706
121385,424.37,0.49678
121386,424.37,0.49651
121388,424.37,0.49623
121389,424.37,0.49596
121390,424.37,0.49568
121391,424.37,0.49539
121392,424.37,0.49511
121393,424.37,0.49482
121394,424.37,0.49453
121395,424.37,0.49424
121396,424.37,0.49396
121397,424.37,0.49368
121399,424.37,0.49341
121400,424.37,0.49313
121401,424.37,0.49286
121402,424.37,0.49258
121403,424.37,0.4923
121404,424.37,0.49204
121405,424.37,0.49178
121406,424.37,0.49151
121407,424.37,0.49125
121408,424.37,0.49098
121409,424.37,0.49072
121411,424.37,0.49047
121412,424.37,0.49022
121413,424.37,0.48997
121414,424.37,0.48973
121415,424.37,0.48948
