% Altitude (m),CG location (cm),Mach number
10907,441.75,2.1889
10913,441.74,2.1902
10920,441.73,2.1915
10926,441.73,2.1928
10933,441.72,2.1941
10939,441.71,2.1954
10946,441.7,2.1967
10952,441.7,2.198
10959,441.69,2.1993
10965,441.68,2.2006
10972,441.67,2.2019
10979,441.67,2.2032
10985,441.66,2.2045
10992,441.65,2.2058
10998,441.64,2.2071
11005,441.63,2.2083
11011,441.63,2.2094
11018,441.62,2.2105
11024,441.61,2.2116
11031,441.6,2.2128
11038,441.59,2.2139
11044,441.59,2.215
11051,441.58,2.2161
11057,441.57,2.2173
11064,441.56,2.2184
11070,441.56,2.2195
11077,441.55,2.2206
11084,441.54,2.2218
11090,441.53,2.2229
11097,441.52,2.224
11103,441.52,2.2251
11110,441.51,2.2263
11117,441.5,2.2274
11123,441.49,2.2285
11130,441.48,2.2297
11137,441.48,2.2308
11143,441.47,2.2319
11150,441.46,2.2331
11156,441.45,2.2342
11163,441.45,2.2353
11170,441.44,2.2365
11176,441.43,2.2376
11183,441.42,2.2387
11190,441.41,2.2399
11196,441.41,2.241
11203,441.4,2.2421
11210,441.39,2.2433
11216,441.38,2.2444
11223,441.37,2.2455
11230,441.37,2.2467
11236,441.36,2.2478
11243,441.35,2.249
11250,441.34,2.2501
11256,441.33,2.2513
11263,441.33,2.2524
11270,441.32,2.2536
11276,441.31,2.2547
11283,441.3,2.2559
11290,441.29,2.257
11296,441.29,2.2582
11303,441.28,2.2593
11310,441.27,2.2605
11317,441.26,2.2616
11323,441.25,2.2628
11330,441.25,2.2639
11337,441.24,2.2651
11343,441.23,2.2662
11350,441.22,2.2674
11357,441.21,2.2685
11364,441.21,2.2697
11370,441.2,2.2708
11377,441.19,2.272
11384,441.18,2.2732
11391,441.17,2.2743
11397,441.17,2.2755
11404,441.16,2.2766
11411,441.15,2.2778
11418,441.14,2.2789
11424,441.13,2.2801
11431,441.13,2.2813
11438,441.12,2.2824
11445,441.11,2.2836
11451,441.1,2.2848
11458,441.09,2.2859
11465,441.09,2.2871
11472,441.08,2.2882
11479,441.07,2.2894
11485,441.06,2.2906
11492,441.05,2.2918
11499,441.05,2.2929
11506,441.04,2.2941
11513,441.03,2.2953
11519,441.02,2.2964
11526,441.01,2.2976
11533,441.01,2.2988
11540,441,2.2999
11547,440.99,2.3011
11554,440.98,2.3023
11560,440.97,2.3035
11567,440.96,2.3046
11574,440.96,2.3058
11581,440.95,2.307
11588,440.94,2.3082
11595,440.93,2.3094
11602,440.92,2.3105
11608,440.92,2.3117
11615,440.91,2.3129
11622,440.9,2.3141
11629,440.89,2.3153
11636,440.88,2.3165
11643,440.87,2.3176
11650,440.87,2.3188
11657,440.86,2.32
11663,440.85,2.3212
11670,440.84,2.3224
11677,440.83,2.3236
11684,440.83,2.3248
11691,440.82,2.3259
11698,440.81,2.3271
11705,440.8,2.3283
11712,440.79,2.3295
11719,440.78,2.3307
11726,440.78,2.3319
11732,440.77,2.3331
11739,440.76,2.3343
11746,440.75,2.3355
11753,440.74,2.3367
11760,440.73,2.3379
11767,440.73,2.3391
11774,440.72,2.3403
11781,440.71,2.3415
11788,440.7,2.3427
11795,440.69,2.3439
11802,440.69,2.3451
11809,440.68,2.3463
11816,440.67,2.3475
11823,440.66,2.3487
11830,440.65,2.3499
11837,440.64,2.3511
11844,440.64,2.3523
11851,440.63,2.3535
11858,440.62,2.3547
11865,440.61,2.3559
11872,440.6,2.3571
11879,440.59,2.3583
11886,440.59,2.3596
11893,440.58,2.3608
11900,440.57,2.362
11907,440.56,2.3632
11914,440.55,2.3644
11921,440.54,2.3656
11928,440.54,2.3668
11935,440.53,2.368
11942,440.52,2.3692
11949,440.51,2.3705
11956,440.5,2.3717
11963,440.49,2.3729
11970,440.48,2.3741
11977,440.48,2.3753
11984,440.47,2.3765
11991,440.46,2.3778
11998,440.45,2.379
12005,440.44,2.3802
12012,440.43,2.3814
12019,440.43,2.3826
12027,440.42,2.3839
12034,440.41,2.3851
12041,440.4,2.3863
12048,440.39,2.3875
12055,440.38,2.3888
12062,440.38,2.39
12069,440.37,2.3912
12076,440.36,2.3925
12083,440.35,2.3937
12090,440.34,2.3949
12097,440.33,2.3961
12105,440.32,2.3974
12112,440.32,2.3986
12119,440.31,2.3998
12126,440.3,2.401
12133,440.29,2.4023
12140,440.28,2.4035
12147,440.27,2.4047
12154,440.27,2.406
12162,440.26,2.4072
12169,440.25,2.4085
12176,440.24,2.4097
12183,440.23,2.4109
12190,440.22,2.4122
12197,440.21,2.4134
12205,440.21,2.4147
12212,440.2,2.4159
12219,440.19,2.4172
12226,440.18,2.4184
12233,440.17,2.4196
12240,440.16,2.4209
12248,440.15,2.4221
12255,440.15,2.4234
12262,440.14,2.4246
12269,440.13,2.4259
12276,440.12,2.4271
12284,440.11,2.4284
12291,440.1,2.4296
12298,440.09,2.4309
12305,440.09,2.4321
12313,440.08,2.4334
12320,440.07,2.4346
12327,440.06,2.4359
12334,440.05,2.4371
12341,440.04,2.4384
12349,440.03,2.4397
12356,440.03,2.4409
12363,440.02,2.4422
12370,440.01,2.4434
12378,440,2.4447
12385,439.99,2.4459
12392,439.98,2.4472
12399,439.97,2.4485
12407,439.96,2.4497
12414,439.96,2.451
12421,439.95,2.4523
12429,439.94,2.4535
12436,439.93,2.4548
12443,439.92,2.4561
12450,439.91,2.4573
12458,439.9,2.4586
12465,439.9,2.4599
12472,439.89,2.4611
12480,439.88,2.4624
12487,439.87,2.4637
12494,439.86,2.465
12502,439.85,2.4662
12509,439.84,2.4675
12516,439.83,2.4688
12524,439.83,2.4701
12531,439.82,2.4713
12538,439.81,2.4726
12546,439.8,2.4739
12553,439.79,2.4752
12560,439.78,2.4764
12568,439.77,2.4777
12575,439.76,2.479
12582,439.76,2.4803
12590,439.75,2.4815
12597,439.74,2.4828
12604,439.73,2.4841
12612,439.72,2.4854
12619,439.71,2.4867
12627,439.7,2.488
12634,439.69,2.4893
12641,439.69,2.4905
12649,439.68,2.4918
12656,439.67,2.4931
12664,439.66,2.4944
12671,439.65,2.4957
12678,439.64,2.497
12686,439.63,2.4983
12693,439.62,2.4996
12701,439.61,2.5008
12708,439.61,2.5021
12715,439.6,2.5034
12723,439.59,2.5047
12730,439.58,2.506
12738,439.57,2.5073
12745,439.56,2.5086
12753,439.55,2.5099
12760,439.54,2.5112
12768,439.53,2.5125
12775,439.53,2.5138
12783,439.52,2.5151
12790,439.51,2.5164
12797,439.5,2.5177
12805,439.49,2.519
12812,439.48,2.5203
12820,439.47,2.5216
12827,439.46,2.5229
12835,439.45,2.5242
12842,439.45,2.5256
12850,439.44,2.5269
12857,439.43,2.5282
12865,439.42,2.5295
12872,439.41,2.5308
12880,439.4,2.5321
12887,439.39,2.5334
12895,439.38,2.5347
12902,439.37,2.536
12910,439.36,2.5374
12918,439.36,2.5387
12925,439.35,2.54
12933,439.34,2.5413
12940,439.33,2.5426
12948,439.32,2.5439
12955,439.31,2.5453
12963,439.3,2.5466
12970,439.29,2.5479
12978,439.28,2.5492
12986,439.27,2.5505
12993,439.27,2.5519
13001,439.26,2.5532
13008,439.25,2.5545
13016,439.24,2.5558
13023,439.23,2.5572
13031,439.22,2.5585
13039,439.21,2.5598
13046,439.2,2.5611
13054,439.19,2.5625
13061,439.18,2.5638
13069,439.17,2.5651
13077,439.17,2.5665
13084,439.16,2.5678
13092,439.15,2.5691
13100,439.14,2.5705
13107,439.13,2.5718
13115,439.12,2.5731
13122,439.11,2.5745
13130,439.1,2.5758
13138,439.09,2.5771
13145,439.08,2.5785
13153,439.07,2.5798
13161,439.07,2.5812
13168,439.06,2.5825
13176,439.05,2.5838
13184,439.04,2.5852
13191,439.03,2.5865
13199,439.02,2.5879
13207,439.01,2.5892
13214,439,2.5906
13222,438.99,2.5919
13230,438.98,2.5933
13238,438.97,2.5946
13245,438.96,2.596
13253,438.96,2.5973
13261,438.95,2.5987
13268,438.94,2.6
13276,438.93,2.6014
13284,438.92,2.6027
13292,438.91,2.6041
13299,438.9,2.6054
13307,438.89,2.6068
13315,438.88,2.6081
13322,438.87,2.6095
13330,438.86,2.6108
13338,438.85,2.6122
13346,438.84,2.6136
13354,438.83,2.6149
13361,438.83,2.6163
13369,438.82,2.6176
13377,438.81,2.619
13385,438.8,2.6204
13392,438.79,2.6217
13400,438.78,2.6231
13408,438.77,2.6245
13416,438.76,2.6258
13424,438.75,2.6272
13431,438.74,2.6286
13439,438.73,2.6299
13447,438.72,2.6313
13455,438.71,2.6327
13463,438.7,2.6341
13470,438.7,2.6354
13478,438.69,2.6368
13486,438.68,2.6382
13494,438.67,2.6396
13502,438.66,2.6409
13510,438.65,2.6423
13517,438.64,2.6437
13525,438.63,2.6451
13533,438.62,2.6464
13541,438.61,2.6478
13549,438.6,2.6492
13557,438.59,2.6506
13565,438.58,2.652
13572,438.57,2.6534
13580,438.56,2.6547
13588,438.55,2.6561
13596,438.54,2.6575
13604,438.54,2.6589
13612,438.53,2.6603
13620,438.52,2.6617
13628,438.51,2.6631
13636,438.5,2.6644
13644,438.49,2.6658
13651,438.48,2.6672
13659,438.47,2.6686
13667,438.46,2.67
13675,438.45,2.6714
13683,438.44,2.6728
13691,438.43,2.6742
13699,438.42,2.6756
13707,438.41,2.677
13715,438.4,2.6784
13723,438.39,2.6798
13731,438.38,2.6812
13739,438.37,2.6826
13747,438.36,2.684
13755,438.35,2.6854
13763,438.35,2.6868
13771,438.34,2.6882
13779,438.33,2.6896
13787,438.32,2.691
13795,438.31,2.6924
13803,438.3,2.6938
13811,438.29,2.6952
13819,438.28,2.6967
13827,438.27,2.6981
13835,438.26,2.6995
13843,438.25,2.7009
13851,438.24,2.7023
13859,438.23,2.7037
13867,438.22,2.7051
13875,438.21,2.7065
13883,438.2,2.7079
13891,438.19,2.7094
13899,438.18,2.7108
13907,438.17,2.7122
13915,438.16,2.7136
13923,438.15,2.715
13931,438.14,2.7164
13939,438.13,2.7179
13947,438.12,2.7193
13955,438.11,2.7207
13963,438.1,2.7221
13971,438.1,2.7235
13980,438.09,2.725
13988,438.08,2.7264
13996,438.07,2.7278
14004,438.06,2.7292
14012,438.05,2.7307
14020,438.04,2.7321
14028,438.03,2.7335
14036,438.02,2.735
14044,438.01,2.7364
14053,438,2.7378
14061,437.99,2.7393
14069,437.98,2.7407
14077,437.97,2.7421
14085,437.96,2.7436
14093,437.95,2.745
14101,437.94,2.7464
14110,437.93,2.7479
14118,437.92,2.7493
14126,437.91,2.7508
14134,437.9,2.7522
14142,437.89,2.7536
14150,437.88,2.7551
14159,437.87,2.7565
14167,437.86,2.758
14175,437.85,2.7594
14183,437.84,2.7609
14191,437.83,2.7623
14200,437.82,2.7638
14208,437.81,2.7652
14216,437.8,2.7666
14224,437.79,2.7681
14232,437.78,2.7696
14241,437.77,2.771
14249,437.76,2.7725
14257,437.75,2.7739
14265,437.74,2.7754
14274,437.73,2.7768
14282,437.72,2.7783
14290,437.71,2.7797
14298,437.7,2.7812
14307,437.69,2.7827
14315,437.68,2.7841
14323,437.67,2.7856
14331,437.66,2.787
14340,437.65,2.7885
14348,437.64,2.79
14356,437.63,2.7914
14364,437.62,2.7929
14373,437.61,2.7944
14381,437.6,2.7958
14389,437.59,2.7973
14398,437.58,2.7988
14406,437.57,2.8003
14414,437.56,2.8017
14423,437.55,2.8032
14431,437.54,2.8047
14439,437.53,2.8062
14448,437.52,2.8076
14456,437.51,2.8091
14464,437.5,2.8106
14473,437.49,2.8121
14481,437.48,2.8135
14489,437.47,2.815
14498,437.46,2.8165
14506,437.45,2.818
14514,437.44,2.8195
14523,437.43,2.821
14531,437.42,2.8224
14540,437.41,2.8239
14548,437.4,2.8254
14556,437.39,2.8269
14565,437.38,2.8284
14573,437.37,2.8299
14582,437.36,2.8314
14590,437.35,2.8329
14598,437.34,2.8344
14607,437.33,2.8358
14615,437.32,2.8373
14624,437.31,2.8388
14632,437.3,2.8403
14640,437.29,2.8418
14649,437.28,2.8433
14657,437.27,2.8448
14666,437.26,2.8463
14674,437.25,2.8478
14683,437.24,2.8493
14691,437.23,2.8508
14700,437.22,2.8523
14708,437.21,2.8538
14717,437.2,2.8553
14725,437.19,2.8568
14734,437.18,2.8583
14742,437.17,2.8598
14750,437.16,2.8613
14759,437.15,2.8628
14767,437.14,2.8643
14776,437.13,2.8659
14785,437.12,2.8674
14793,437.11,2.8689
14802,437.1,2.8704
14810,437.09,2.8719
14819,437.08,2.8734
14827,437.07,2.8749
14836,437.06,2.8764
14844,437.05,2.8779
14853,437.04,2.8795
14861,437.03,2.881
14870,437.02,2.8825
14878,437.01,2.884
14887,437,2.8855
14896,436.98,2.8871
14904,436.97,2.8886
14913,436.96,2.8901
14921,436.95,2.8916
14930,436.94,2.8932
14938,436.93,2.8947
14947,436.92,2.8962
14956,436.91,2.8977
14964,436.9,2.8993
14973,436.89,2.9008
14981,436.88,2.9023
14990,436.87,2.9039
14999,436.86,2.9054
15007,436.85,2.9069
15016,436.84,2.9085
15025,436.83,2.91
15033,436.82,2.9115
15042,436.81,2.9131
15051,436.8,2.9146
15059,436.79,2.9162
15068,436.78,2.9177
15077,436.77,2.9192
15085,436.76,2.9208
15094,436.75,2.9223
15103,436.74,2.9239
15111,436.72,2.9254
15120,436.71,2.9269
15129,436.7,2.9285
15137,436.69,2.93
15146,436.68,2.9316
15155,436.67,2.9331
15163,436.66,2.9347
15172,436.65,2.9362
15181,436.64,2.9378
15190,436.63,2.9393
15198,436.62,2.9409
15207,436.61,2.9424
15216,436.6,2.944
15224,436.59,2.9455
15233,436.58,2.9471
15242,436.57,2.9487
15251,436.56,2.9502
15260,436.55,2.9518
15268,436.54,2.9533
15277,436.52,2.9549
15286,436.51,2.9564
15295,436.5,2.958
15303,436.49,2.9596
15312,436.48,2.9611
15321,436.47,2.9627
15330,436.46,2.9643
15339,436.45,2.9658
15347,436.44,2.9674
15356,436.43,2.969
15365,436.42,2.9705
15374,436.41,2.9721
15383,436.4,2.9737
15391,436.39,2.9753
15400,436.38,2.9768
15409,436.37,2.9784
15418,436.35,2.98
15427,436.34,2.9816
15436,436.33,2.9831
15445,436.32,2.9847
15453,436.31,2.9863
15462,436.3,2.9879
15471,436.29,2.9895
15480,436.28,2.991
15489,436.27,2.9926
15498,436.26,2.9942
15507,436.25,2.9958
15516,436.24,2.9974
15524,436.23,2.999
15533,436.21,3.0005
15542,436.2,3.0021
15551,436.19,3.0037
15560,436.18,3.0053
15569,436.17,3.0069
15578,436.16,3.0085
15587,436.15,3.0101
15596,436.14,3.0117
15605,436.13,3.0133
15614,436.12,3.0149
15623,436.11,3.0165
15632,436.1,3.0181
15641,436.09,3.0197
15650,436.07,3.0213
15659,436.06,3.0229
15668,436.05,3.0244
15677,436.04,3.026
15685,436.03,3.0276
15694,436.02,3.0292
15703,436.01,3.0308
15712,436,3.0324
15721,435.99,3.0341
15730,435.98,3.0357
15740,435.97,3.0373
15749,435.95,3.0389
15758,435.94,3.0405
15767,435.93,3.0421
15776,435.92,3.0437
15785,435.91,3.0453
15794,435.9,3.0469
15803,435.89,3.0486
15812,435.88,3.0502
15821,435.87,3.0518
15830,435.86,3.0534
15839,435.84,3.055
15848,435.83,3.0567
15857,435.82,3.0583
15866,435.81,3.0599
15875,435.8,3.0615
15884,435.79,3.0632
15893,435.78,3.0648
15903,435.77,3.0664
15912,435.76,3.0681
15921,435.75,3.0697
15930,435.73,3.0713
15939,435.72,3.073
15948,435.71,3.0746
15957,435.7,3.0762
15966,435.69,3.0779
15976,435.68,3.0795
15985,435.67,3.0811
15994,435.66,3.0828
16003,435.65,3.0844
16012,435.63,3.086
16021,435.62,3.0877
16030,435.61,3.0893
16040,435.6,3.091
16049,435.59,3.0926
16058,435.58,3.0943
16067,435.57,3.0959
16076,435.56,3.0976
16086,435.55,3.0992
16095,435.53,3.1008
16104,435.52,3.1025
16113,435.51,3.1041
16122,435.5,3.1058
16132,435.49,3.1074
16141,435.48,3.1091
16150,435.47,3.1107
16159,435.46,3.1124
16169,435.44,3.114
16178,435.43,3.1157
16187,435.42,3.1173
16196,435.41,3.119
16206,435.4,3.1207
16215,435.39,3.1223
16224,435.38,3.124
16233,435.37,3.1256
16243,435.35,3.1273
16252,435.34,3.129
16261,435.33,3.1306
16271,435.32,3.1323
16280,435.31,3.134
16289,435.3,3.1356
16299,435.29,3.1373
16308,435.28,3.139
16317,435.26,3.1406
16326,435.25,3.1423
16336,435.24,3.144
16345,435.23,3.1457
16354,435.22,3.1473
16364,435.21,3.149
16373,435.2,3.1507
16383,435.18,3.1524
16392,435.17,3.1541
16401,435.16,3.1557
16411,435.15,3.1574
16420,435.14,3.1591
16429,435.13,3.1608
16439,435.12,3.1625
16448,435.1,3.1642
16458,435.09,3.1659
16467,435.08,3.1675
16476,435.07,3.1692
16486,435.06,3.1709
16495,435.05,3.1726
16505,435.04,3.1743
16514,435.02,3.176
16523,435.01,3.1777
16533,435,3.1794
16542,434.99,3.181
16552,434.98,3.1827
16561,434.97,3.1844
16571,434.95,3.1861
16580,434.94,3.1878
16590,434.93,3.1895
16599,434.92,3.1912
16609,434.91,3.1929
16618,434.9,3.1946
16628,434.89,3.1963
16637,434.87,3.198
16647,434.86,3.1997
16656,434.85,3.2014
16666,434.84,3.2031
16675,434.83,3.2049
16685,434.82,3.2066
16694,434.8,3.2083
16704,434.79,3.21
16713,434.78,3.2117
16723,434.77,3.2134
16732,434.76,3.2151
16742,434.75,3.2168
16751,434.73,3.2186
16761,434.72,3.2203
16770,434.71,3.222
16780,434.7,3.2237
16790,434.69,3.2254
16799,434.68,3.2272
16809,434.66,3.2289
16818,434.65,3.2306
16828,434.64,3.2323
16837,434.63,3.234
16847,434.62,3.2358
16857,434.61,3.2375
16866,434.59,3.2392
16876,434.58,3.2409
16886,434.57,3.2427
16895,434.56,3.2444
16905,434.55,3.2461
16914,434.53,3.2478
16924,434.52,3.2496
16934,434.51,3.2513
16943,434.5,3.253
16953,434.49,3.2548
16963,434.48,3.2565
16972,434.46,3.2582
16982,434.45,3.26
16992,434.44,3.2617
17001,434.43,3.2635
17011,434.42,3.2652
17021,434.4,3.2669
17031,434.39,3.2687
17040,434.38,3.2704
17050,434.37,3.2722
17060,434.36,3.2739
17069,434.34,3.2757
17079,434.33,3.2774
17089,434.32,3.2792
17099,434.31,3.2809
17108,434.3,3.2827
17118,434.29,3.2844
17128,434.27,3.2862
17138,434.26,3.2879
17147,434.25,3.2897
17157,434.24,3.2915
17167,434.23,3.2932
17177,434.21,3.295
17186,434.2,3.2967
17196,434.19,3.2985
17206,434.18,3.3003
17216,434.17,3.302
17226,434.15,3.3038
17235,434.14,3.3056
17245,434.13,3.3073
17255,434.12,3.3091
17265,434.1,3.3109
17275,434.09,3.3126
17285,434.08,3.3144
17294,434.07,3.3162
17304,434.06,3.3179
17314,434.04,3.3197
17324,434.03,3.3215
17334,434.02,3.3233
17344,434.01,3.3251
17354,434,3.3268
17363,433.98,3.3286
17373,433.97,3.3304
17383,433.96,3.3322
17393,433.95,3.334
17403,433.94,3.3357
17413,433.92,3.3375
17423,433.91,3.3393
17433,433.9,3.3411
17443,433.89,3.3429
17453,433.87,3.3447
17463,433.86,3.3465
17472,433.85,3.3482
17482,433.84,3.35
17492,433.83,3.3518
17502,433.81,3.3536
17512,433.8,3.3554
17522,433.79,3.3572
17532,433.78,3.359
17542,433.76,3.3608
17552,433.75,3.3626
17562,433.74,3.3644
17572,433.73,3.3662
17582,433.71,3.368
17592,433.7,3.3698
17602,433.69,3.3716
17612,433.68,3.3734
17622,433.67,3.3752
17632,433.65,3.377
17642,433.64,3.3789
17652,433.63,3.3807
17662,433.62,3.3825
17672,433.6,3.3843
17682,433.59,3.3861
17692,433.58,3.3879
17703,433.57,3.3897
17713,433.55,3.3916
17723,433.54,3.3934
17733,433.53,3.3952
17743,433.52,3.397
17753,433.5,3.3988
17763,433.49,3.4007
17773,433.48,3.4025
17783,433.47,3.4043
17793,433.45,3.4061
17803,433.44,3.4079
17814,433.43,3.4098
17824,433.42,3.4116
17834,433.4,3.4134
17844,433.39,3.4153
17854,433.38,3.4171
17864,433.37,3.4189
17874,433.35,3.4208
17885,433.34,3.4226
17895,433.33,3.4244
17905,433.32,3.4263
17915,433.3,3.4281
17925,433.29,3.4299
17935,433.28,3.4318
17946,433.27,3.4336
17956,433.25,3.4355
17966,433.24,3.4373
17976,433.23,3.4392
17986,433.22,3.441
17997,433.2,3.4429
18007,433.19,3.4447
18017,433.18,3.4465
18027,433.17,3.4484
18038,433.15,3.4502
18048,433.14,3.4521
18058,433.13,3.454
18068,433.11,3.4558
18079,433.1,3.4577
18089,433.09,3.4595
18099,433.08,3.4614
18109,433.06,3.4632
18120,433.05,3.4651
18130,433.04,3.467
18140,433.03,3.4688
18151,433.01,3.4707
18161,433,3.4725
18171,432.99,3.4744
18181,432.97,3.4763
18192,432.96,3.4781
18202,432.95,3.48
18212,432.94,3.4819
18223,432.92,3.4837
18233,432.91,3.4856
18243,432.9,3.4875
18254,432.88,3.4894
18264,432.87,3.4912
18275,432.86,3.4931
18285,432.85,3.495
18295,432.83,3.4969
18306,432.82,3.4987
18316,432.81,3.5006
18326,432.79,3.5025
18337,432.78,3.5044
18347,432.77,3.5063
18358,432.76,3.5082
18368,432.74,3.5101
18379,432.73,3.5119
18389,432.72,3.5138
18399,432.7,3.5157
18410,432.69,3.5176
18420,432.68,3.5195
18431,432.66,3.5214
18441,432.65,3.5233
18452,432.64,3.5252
18462,432.63,3.5271
18473,432.61,3.529
18483,432.6,3.5309
18494,432.59,3.5328
18504,432.57,3.5347
18515,432.56,3.5366
18525,432.55,3.5385
18536,432.53,3.5404
18546,432.52,3.5423
18557,432.51,3.5442
18567,432.5,3.5461
18578,432.48,3.548
18588,432.47,3.5499
18599,432.46,3.5518
18609,432.44,3.5537
18620,432.43,3.5556
18630,432.42,3.5575
18641,432.4,3.5594
18652,432.39,3.5614
18662,432.38,3.5633
18673,432.36,3.5652
18683,432.35,3.5671
18694,432.34,3.569
18704,432.32,3.571
18715,432.31,3.5729
18726,432.3,3.5748
18736,432.28,3.5767
18747,432.27,3.5786
18758,432.26,3.5806
18768,432.24,3.5825
18779,432.23,3.5844
18789,432.22,3.5864
18800,432.2,3.5883
18811,432.19,3.5902
18821,432.18,3.5922
18832,432.17,3.5941
18843,432.15,3.596
18853,432.14,3.598
18864,432.13,3.5999
18875,432.11,3.6019
18885,432.1,3.6038
18896,432.08,3.6057
18907,432.07,3.6077
18918,432.06,3.6096
18928,432.04,3.6116
18939,432.03,3.6135
18950,432.02,3.6155
18961,432,3.6174
18971,431.99,3.6194
18982,431.98,3.6213
18993,431.96,3.6233
19004,431.95,3.6252
19014,431.94,3.6272
19025,431.92,3.6291
19036,431.91,3.6311
19047,431.9,3.633
19057,431.88,3.635
19068,431.87,3.6369
19079,431.86,3.6389
19090,431.84,3.6409
19101,431.83,3.6428
19111,431.82,3.6448
19122,431.8,3.6468
19133,431.79,3.6487
19144,431.78,3.6507
19155,431.76,3.6527
19166,431.75,3.6546
19176,431.73,3.6566
19187,431.72,3.6586
19198,431.71,3.6606
19209,431.69,3.6626
19220,431.68,3.6645
19231,431.67,3.6665
19242,431.65,3.6685
19253,431.64,3.6705
19263,431.63,3.6724
19274,431.61,3.6744
19285,431.6,3.6764
19296,431.58,3.6784
19307,431.57,3.6804
19318,431.56,3.6824
19329,431.54,3.6844
19340,431.53,3.6863
19351,431.52,3.6883
19362,431.5,3.6903
19373,431.49,3.6923
19384,431.47,3.6943
19395,431.46,3.6963
19406,431.45,3.6983
19417,431.43,3.7003
19428,431.42,3.7023
19439,431.41,3.7043
19450,431.39,3.7063
19461,431.38,3.7083
19472,431.36,3.7103
19483,431.35,3.7123
19494,431.34,3.7143
19505,431.32,3.7163
19516,431.31,3.7183
19527,431.29,3.7203
19538,431.28,3.7223
19549,431.27,3.7244
19560,431.25,3.7264
19571,431.24,3.7284
19582,431.22,3.7304
19593,431.21,3.7324
19604,431.2,3.7344
19615,431.18,3.7364
19626,431.17,3.7384
19638,431.15,3.7405
19649,431.14,3.7425
19660,431.13,3.7445
19671,431.11,3.7465
19682,431.1,3.7485
19693,431.08,3.7506
19704,431.07,3.7526
19715,431.06,3.7546
19727,431.04,3.7566
19738,431.03,3.7587
19749,431.01,3.7607
19760,431,3.7627
19771,430.99,3.7648
19782,430.97,3.7668
19794,430.96,3.7688
19805,430.94,3.7709
19816,430.93,3.7729
19827,430.92,3.775
19838,430.9,3.777
19850,430.89,3.779
19861,430.87,3.7811
19872,430.86,3.7831
19883,430.84,3.7852
19895,430.83,3.7872
19906,430.82,3.7893
19917,430.8,3.7913
19928,430.79,3.7934
19940,430.77,3.7954
19951,430.76,3.7975
19962,430.74,3.7996
19973,430.73,3.8016
19985,430.72,3.8037
19996,430.7,3.8057
20007,430.69,3.8077
20019,430.67,3.8097
20030,430.66,3.8117
20041,430.64,3.8136
20053,430.63,3.8156
20064,430.62,3.8176
20075,430.6,3.8196
20087,430.59,3.8215
20098,430.57,3.8235
20109,430.56,3.8255
20121,430.54,3.8275
20132,430.53,3.8295
20143,430.51,3.8314
20155,430.5,3.8334
20166,430.49,3.8354
20178,430.47,3.8374
20189,430.46,3.8394
20200,430.44,3.8414
20212,430.43,3.8434
20223,430.41,3.8453
20235,430.4,3.8473
20246,430.38,3.8493
20257,430.37,3.8513
20269,430.36,3.8533
20280,430.34,3.8553
20292,430.33,3.8573
20303,430.31,3.8593
20315,430.3,3.8613
20326,430.28,3.8633
20338,430.27,3.8653
20349,430.25,3.8673
20361,430.24,3.8693
20372,430.22,3.8713
20384,430.21,3.8733
20395,430.19,3.8753
20407,430.18,3.8773
20418,430.17,3.8794
20430,430.15,3.8814
20441,430.14,3.8834
20453,430.12,3.8854
20464,430.11,3.8874
20476,430.09,3.8894
20487,430.08,3.8914
20499,430.06,3.8935
20511,430.05,3.8955
20522,430.03,3.8975
20534,430.02,3.8995
20545,430,3.9016
20557,429.99,3.9036
20569,429.97,3.9056
20580,429.96,3.9076
20592,429.94,3.9096
20603,429.93,3.9117
20615,429.91,3.9137
20627,429.9,3.9157
20638,429.88,3.9178
20650,429.87,3.9198
20662,429.86,3.9218
20673,429.84,3.9239
20685,429.83,3.9259
20697,429.81,3.9279
20708,429.8,3.9299
20720,429.78,3.932
20732,429.77,3.934
20743,429.75,3.9361
20755,429.74,3.9381
20767,429.72,3.9401
20779,429.71,3.9422
20790,429.69,3.9442
20802,429.68,3.9463
20814,429.66,3.9483
20825,429.65,3.9504
20837,429.63,3.9524
20849,429.62,3.9545
20861,429.6,3.9565
20873,429.59,3.9586
20884,429.57,3.9606
20896,429.56,3.9627
20908,429.54,3.9647
20920,429.53,3.9668
20931,429.51,3.9688
20943,429.49,3.9709
20955,429.48,3.973
20967,429.46,3.975
20979,429.45,3.9771
20991,429.43,3.9791
21002,429.42,3.9812
21014,429.4,3.9833
21026,429.39,3.9853
21038,429.37,3.9874
21050,429.36,3.9895
21062,429.34,3.9915
21074,429.33,3.9936
21085,429.31,3.9957
21097,429.3,3.9978
21109,429.28,3.9998
21121,429.27,4.0019
21133,429.25,4.004
21145,429.24,4.006
21157,429.22,4.0081
21169,429.21,4.0102
21181,429.19,4.0123
21193,429.17,4.0144
21205,429.16,4.0164
21217,429.14,4.0185
21229,429.13,4.0206
21241,429.11,4.0227
21253,429.1,4.0248
21265,429.08,4.0269
21276,429.07,4.029
21288,429.05,4.0311
21300,429.04,4.0332
21313,429.02,4.0352
21325,429,4.0373
21337,428.99,4.0394
21349,428.97,4.0415
21361,428.96,4.0436
21373,428.94,4.0457
21385,428.93,4.0478
21397,428.91,4.0499
21409,428.9,4.052
21421,428.88,4.0541
21433,428.86,4.0562
21445,428.85,4.0583
21457,428.83,4.0604
